_id	_cws.gekleurd.foc10.nav.weight.bound	_count.gekleurd.foc10.nav.weight.bound	_cws.gekleurd.foc10.nav.selection.bound	_count.gekleurd.foc10.nav.selection.bound	_cws.gekleurd.foc10.nav.no.bound	_count.gekleurd.foc10.nav.no.bound	_cws.gekleurd.foc10.all.weight.bound	_count.gekleurd.foc10.all.weight.bound	_cws.gekleurd.foc10.all.selection.bound	_count.gekleurd.foc10.all.selection.bound	_cws.gekleurd.foc10.all.no.bound	_count.gekleurd.foc10.all.no.bound	_cws.gekleurd.foc5.nav.weight.bound	_count.gekleurd.foc5.nav.weight.bound	_cws.gekleurd.foc5.nav.selection.bound	_count.gekleurd.foc5.nav.selection.bound	_cws.gekleurd.foc5.nav.no.bound	_count.gekleurd.foc5.nav.no.bound	_cws.gekleurd.foc5.all.weight.bound	_count.gekleurd.foc5.all.weight.bound	_cws.gekleurd.foc5.all.selection.bound	_count.gekleurd.foc5.all.selection.bound	_cws.gekleurd.foc5.all.no.bound	_count.gekleurd.foc5.all.no.bound
gekleurd/adj/algemeen_dagblad_20040529_46/57	zwart/adj	1	zwart/adj	1	zwart/adj	1	die/pron;een/det;zwart/adj	3	die/pron;een/det;zwart/adj	3	die/pron;een/det;zwart/adj	3	zwart/adj	1	zwart/adj	1	zwart/adj	1	die/pron;een/det;zwart/adj	3	die/pron;een/det;zwart/adj	3	die/pron;een/det;zwart/adj	3
gekleurd/adj/algemeen_dagblad_20010122_34/328	jong/adj;publiek/noun;trek/verb;veel/adj	4	jong/adj;publiek/noun;trek/verb;veel/adj	4	jong/adj;publiek/noun;trek/verb;veel/adj	4	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5	jong/adj;publiek/noun;trek/verb;veel/adj	4	jong/adj;publiek/noun;trek/verb;veel/adj	4	jong/adj;publiek/noun;trek/verb;veel/adj	4	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5	een/det;jong/adj;publiek/noun;trek/verb;veel/adj	5
gekleurd/adj/algemeen_dagblad_20041206_93/334	bal/noun;ben/verb;groen/adj;tafel/noun	4	bal/noun;ben/verb;groen/adj;tafel/noun	4	bal/noun;ben/verb;groen/adj;tafel/noun	4	bal/noun;ben/verb;een/det;elkaar/pron;groen/adj;tafel/noun	6	bal/noun;ben/verb;een/det;elkaar/pron;groen/adj;tafel/noun	6	bal/noun;ben/verb;een/det;elkaar/pron;groen/adj;tafel/noun	6	bal/noun;groen/adj;tafel/noun	3	bal/noun;groen/adj;tafel/noun	3	bal/noun;groen/adj;tafel/noun	3	bal/noun;een/det;elkaar/pron;groen/adj;tafel/noun	5	bal/noun;een/det;elkaar/pron;groen/adj;tafel/noun	5	bal/noun;een/det;elkaar/pron;groen/adj;tafel/noun	5
gekleurd/adj/algemeen_dagblad_20020516_102/1115	blank/adj;kind/noun;kort/adj;ontsta/verb;rij/noun	5	blank/adj;kind/noun;kort/adj;ontsta/verb;rij/noun	5	blank/adj;kind/noun;kort/adj;ontsta/verb;rij/noun	5	binnen/adv;blank/adj;buiten/adv;kind/noun;kort/adj;ontsta/verb;rij/noun	7	binnen/adv;blank/adj;buiten/adv;kind/noun;kort/adj;ontsta/verb;rij/noun	7	binnen/adv;blank/adj;buiten/adv;kind/noun;kort/adj;ontsta/verb;rij/noun	7	blank/adj;kind/noun	2	blank/adj;kind/noun	2	blank/adj;kind/noun	2	blank/adj;buiten/adv;kind/noun	3	blank/adj;buiten/adv;kind/noun	3	blank/adj;buiten/adv;kind/noun	3
gekleurd/adj/algemeen_dagblad_20031001_95/360	ben/verb;prachtig/adj;rijk/adj;vergelijkbaar/adj	4	ben/verb;prachtig/adj;rijk/adj;vergelijkbaar/adj	4	ben/verb;prachtig/adj;rijk/adj;vergelijkbaar/adj	4	ben/verb;die/pron;een/det;met/prep;prachtig/adj;rijk/adj;vergelijkbaar/adj	7	ben/verb;die/pron;een/det;met/prep;prachtig/adj;rijk/adj;vergelijkbaar/adj	7	ben/verb;die/pron;een/det;met/prep;prachtig/adj;rijk/adj;vergelijkbaar/adj	7	ben/verb;prachtig/adj;vergelijkbaar/adj	3	ben/verb;prachtig/adj;vergelijkbaar/adj	3	ben/verb;prachtig/adj;vergelijkbaar/adj	3	ben/verb;met/prep;prachtig/adj;vergelijkbaar/adj	4	ben/verb;met/prep;prachtig/adj;vergelijkbaar/adj	4	ben/verb;met/prep;prachtig/adj;vergelijkbaar/adj	4
gekleurd/adj/algemeen_dagblad_20020507_59/167	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;blank/adj;gerimpeld/adj;lichtbruin/adj	4	Surinamer/noun;lichtbruin/adj	2	Surinamer/noun;lichtbruin/adj	2	Surinamer/noun;lichtbruin/adj	2	Surinamer/noun;lichtbruin/adj	2	Surinamer/noun;lichtbruin/adj	2	Surinamer/noun;lichtbruin/adj	2
gekleurd/adj/algemeen_dagblad_20000818_100/770	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5	grijs/adj;jubel/adj;krul/verb;open/adj;vrolijk/adj	5
gekleurd/adj/algemeen_dagblad_20011215_184/68	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;jong/adj;morgen/noun;sta/verb	7	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;jong/adj;morgen/noun;sta/verb	7	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;jong/adj;morgen/noun;sta/verb	7	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;een/det;elk/det;jong/adj;met/prep;morgen/noun;op/prep;sta/verb	11	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;een/det;elk/det;jong/adj;met/prep;morgen/noun;op/prep;sta/verb	11	beminnelijk/adj;bloedrood/adj;bord/noun;buik/noun;een/det;elk/det;jong/adj;met/prep;morgen/noun;op/prep;sta/verb	11	bloedrood/adj;bord/noun;buik/noun;sta/verb	4	bloedrood/adj;bord/noun;buik/noun;sta/verb	4	bloedrood/adj;bord/noun;buik/noun;sta/verb	4	bloedrood/adj;bord/noun;buik/noun;een/det;met/prep;op/prep;sta/verb	7	bloedrood/adj;bord/noun;buik/noun;een/det;met/prep;op/prep;sta/verb	7	bloedrood/adj;bord/noun;buik/noun;een/det;met/prep;op/prep;sta/verb	7
gekleurd/adj/algemeen_dagblad_20030826_60/477	band_DIM/noun;bind/verb;dirigeer/verb;kil/adj;omtrek/noun;pols/noun	6	band_DIM/noun;bind/verb;dirigeer/verb;kil/adj;omtrek/noun;pols/noun	6	band_DIM/noun;bind/verb;dirigeer/verb;kil/adj;omtrek/noun;pols/noun	6	band_DIM/noun;bind/verb;binnen/adv;dirigeer/verb;een/det;je/det;je/pron;kil/adj;omtrek/noun;pols/noun	10	band_DIM/noun;bind/verb;binnen/adv;dirigeer/verb;een/det;je/det;je/pron;kil/adj;omtrek/noun;pols/noun	10	band_DIM/noun;bind/verb;binnen/adv;dirigeer/verb;een/det;je/det;je/pron;kil/adj;omtrek/noun;pols/noun	10	band_DIM/noun;bind/verb;kil/adj;pols/noun	4	band_DIM/noun;bind/verb;kil/adj;pols/noun	4	band_DIM/noun;bind/verb;kil/adj;pols/noun	4	band_DIM/noun;bind/verb;een/det;je/det;kil/adj;pols/noun	6	band_DIM/noun;bind/verb;een/det;je/det;kil/adj;pols/noun	6	band_DIM/noun;bind/verb;een/det;je/det;kil/adj;pols/noun	6
gekleurd/adj/algemeen_dagblad_20010405_35/134	biologisch/adj;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	9	biologisch/adj;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	9	biologisch/adj;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	9	afgezien/prep;biologisch/adj;deze/det;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	11	afgezien/prep;biologisch/adj;deze/det;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	11	afgezien/prep;biologisch/adj;deze/det;discussie/noun;ethisch/adj;jong/adj;rijp/adj;rosé/noun;rundvlees/noun;smaak/noun;vele/adj	11	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5	biologisch/adj;jong/adj;rosé/noun;rundvlees/noun;vele/adj	5
gekleurd/adj/algemeen_dagblad_20031011_231/128	borst/noun;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	6	borst/noun;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	6	borst/noun;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	6	borst/noun;een/det;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	7	borst/noun;een/det;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	7	borst/noun;een/det;groot/adj;leeuw/noun;olifant/noun;ontbloot/adj;tatoeages/noun	7	groot/adj;leeuw/noun;tatoeages/noun	3	groot/adj;leeuw/noun;tatoeages/noun	3	groot/adj;leeuw/noun;tatoeages/noun	3	groot/adj;leeuw/noun;tatoeages/noun	3	groot/adj;leeuw/noun;tatoeages/noun	3	groot/adj;leeuw/noun;tatoeages/noun	3
gekleurd/adj/algemeen_dagblad_20031115_137/263	contour/noun;levendig/adj;plooi/noun;stralend/adj;subtiel/adj;tint/noun	6	contour/noun;levendig/adj;plooi/noun;stralend/adj;subtiel/adj;tint/noun	6	contour/noun;levendig/adj;plooi/noun;stralend/adj;subtiel/adj;tint/noun	6	contour/noun;levendig/adj;met/prep;plooi/noun;stralend/adj;subtiel/adj;tint/noun;waar/adv	8	contour/noun;levendig/adj;met/prep;plooi/noun;stralend/adj;subtiel/adj;tint/noun;waar/adv	8	contour/noun;levendig/adj;met/prep;plooi/noun;stralend/adj;subtiel/adj;tint/noun;waar/adv	8	contour/noun;levendig/adj;plooi/noun;stralend/adj	4	contour/noun;levendig/adj;plooi/noun;stralend/adj	4	contour/noun;levendig/adj;plooi/noun;stralend/adj	4	contour/noun;levendig/adj;plooi/noun;stralend/adj	4	contour/noun;levendig/adj;plooi/noun;stralend/adj	4	contour/noun;levendig/adj;plooi/noun;stralend/adj	4
gekleurd/adj/algemeen_dagblad_20041125_69/245	ben/verb;knipper/verb;muziek/noun;ritme/noun	4	ben/verb;knipper/verb;muziek/noun;ritme/noun	4	ben/verb;knipper/verb;muziek/noun;ritme/noun	4	ben/verb;die/pron;er/adv;knipper/verb;muziek/noun;op/prep;ritme/noun;veel/det	8	ben/verb;die/pron;er/adv;knipper/verb;muziek/noun;op/prep;ritme/noun;veel/det	8	ben/verb;die/pron;er/adv;knipper/verb;muziek/noun;op/prep;ritme/noun;veel/det	8	ritme/noun	1	ritme/noun	1	ritme/noun	1	die/pron;op/prep;ritme/noun;veel/det	4	die/pron;op/prep;ritme/noun;veel/det	4	die/pron;op/prep;ritme/noun;veel/det	4
gekleurd/adj/algemeen_dagblad_20031231_92/244	alge/noun;bruin/adj;groen/adj;maak/verb;water/noun	5	alge/noun;bruin/adj;groen/adj;maak/verb;water/noun	5	alge/noun;bruin/adj;groen/adj;maak/verb;water/noun	5	alge/noun;bruin/adj;groen/adj;maak/verb;vooral/adv;water/noun	6	alge/noun;bruin/adj;groen/adj;maak/verb;vooral/adv;water/noun	6	alge/noun;bruin/adj;groen/adj;maak/verb;vooral/adv;water/noun	6	alge/noun;maak/verb;water/noun	3	alge/noun;maak/verb;water/noun	3	alge/noun;maak/verb;water/noun	3	alge/noun;maak/verb;water/noun	3	alge/noun;maak/verb;water/noun	3	alge/noun;maak/verb;water/noun	3
gekleurd/adj/algemeen_dagblad_19990508_9/74	apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	7	apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	7	apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	7	als/prep;apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	8	als/prep;apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	8	als/prep;apparaat_DIM/noun;ben/verb;bont/adj;dien/verb;groot/adj;publiek_trekker/noun;wijzerplaat/noun	8	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5	apparaat_DIM/noun;bont/adj;dien/verb;publiek_trekker/noun;wijzerplaat/noun	5
gekleurd/adj/algemeen_dagblad_20030604_32/286	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;veel/adj	3	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5	baseer/verb;informatie/noun;op/prep;te/adv;veel/adj	5
gekleurd/adj/algemeen_dagblad_19990518_106/144	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;door/prep;een/det;maat/noun;op/prep;vlek/noun;vlieg/verb	7	beeld/noun;door/prep;een/det;maat/noun;op/prep;vlek/noun;vlieg/verb	7	beeld/noun;door/prep;een/det;maat/noun;op/prep;vlek/noun;vlieg/verb	7	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;maat/noun;vlek/noun;vlieg/verb	4	beeld/noun;door/prep;een/det;maat/noun;vlek/noun;vlieg/verb	6	beeld/noun;door/prep;een/det;maat/noun;vlek/noun;vlieg/verb	6	beeld/noun;door/prep;een/det;maat/noun;vlek/noun;vlieg/verb	6
gekleurd/adj/algemeen_dagblad_20030716_26/62	gespierd/adj;lichaam/noun	2	gespierd/adj;lichaam/noun	2	gespierd/adj;lichaam/noun	2	die/pron;gespierd/adj;lichaam/noun;weinig/det	4	die/pron;gespierd/adj;lichaam/noun;weinig/det	4	die/pron;gespierd/adj;lichaam/noun;weinig/det	4	gespierd/adj;lichaam/noun	2	gespierd/adj;lichaam/noun	2	gespierd/adj;lichaam/noun	2	die/pron;gespierd/adj;lichaam/noun;weinig/det	4	die/pron;gespierd/adj;lichaam/noun;weinig/det	4	die/pron;gespierd/adj;lichaam/noun;weinig/det	4
gekleurd/adj/algemeen_dagblad_20000215_135/32	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;berucht/adj;beschimp/verb;speler/noun	4	Romeins/adj;beschimp/verb;speler/noun	3	Romeins/adj;beschimp/verb;speler/noun	3	Romeins/adj;beschimp/verb;speler/noun	3	Romeins/adj;beschimp/verb;speler/noun	3	Romeins/adj;beschimp/verb;speler/noun	3	Romeins/adj;beschimp/verb;speler/noun	3
gekleurd/adj/algemeen_dagblad_20040303_74/196	blazer/noun;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	5	blazer/noun;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	5	blazer/noun;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	5	blazer/noun;dan/adv;een/det;met/prep;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	8	blazer/noun;dan/adv;een/det;met/prep;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	8	blazer/noun;dan/adv;een/det;met/prep;mooi/adj;prachtig/adj;reis_rond/verb;zangeres/noun	8	blazer/noun;prachtig/adj;reis_rond/verb;zangeres/noun	4	blazer/noun;prachtig/adj;reis_rond/verb;zangeres/noun	4	blazer/noun;prachtig/adj;reis_rond/verb;zangeres/noun	4	blazer/noun;dan/adv;prachtig/adj;reis_rond/verb;zangeres/noun	5	blazer/noun;dan/adv;prachtig/adj;reis_rond/verb;zangeres/noun	5	blazer/noun;dan/adv;prachtig/adj;reis_rond/verb;zangeres/noun	5
gekleurd/adj/algemeen_dagblad_20041004_23/206	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;op/prep;rond/part;slinger_rond/verb;wat/det	7	ballon/noun;flard/noun;grond/noun;op/prep;rond/part;slinger_rond/verb;wat/det	7	ballon/noun;flard/noun;grond/noun;op/prep;rond/part;slinger_rond/verb;wat/det	7	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;slinger_rond/verb	4	ballon/noun;flard/noun;grond/noun;rond/part;slinger_rond/verb;wat/det	6	ballon/noun;flard/noun;grond/noun;rond/part;slinger_rond/verb;wat/det	6	ballon/noun;flard/noun;grond/noun;rond/part;slinger_rond/verb;wat/det	6
gekleurd/adj/algemeen_dagblad_20010122_25/315	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;vrolijk/adj;vrouw/noun	7	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;vrolijk/adj;vrouw/noun	7	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;vrolijk/adj;vrouw/noun	7	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;met/prep;vrolijk/adj;vrouw/noun;wijlen/adv	9	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;met/prep;vrolijk/adj;vrouw/noun;wijlen/adv	9	T-shirt/noun;foto/noun;huil/adj;hul/verb;kind/noun;met/prep;vrolijk/adj;vrouw/noun;wijlen/adv	9	T-shirt/noun;foto/noun;hul/verb;kind/noun;vrolijk/adj	5	T-shirt/noun;foto/noun;hul/verb;kind/noun;vrolijk/adj	5	T-shirt/noun;foto/noun;hul/verb;kind/noun;vrolijk/adj	5	T-shirt/noun;foto/noun;hul/verb;kind/noun;met/prep;vrolijk/adj;wijlen/adv	7	T-shirt/noun;foto/noun;hul/verb;kind/noun;met/prep;vrolijk/adj;wijlen/adv	7	T-shirt/noun;foto/noun;hul/verb;kind/noun;met/prep;vrolijk/adj;wijlen/adv	7
gekleurd/adj/algemeen_dagblad_19991125_149/459	lijn/noun;rood_wit/adj;voor/adj;werk/noun	4	lijn/noun;rood_wit/adj;voor/adj;werk/noun	4	lijn/noun;rood_wit/adj;voor/adj;werk/noun	4	langs/prep;lijn/noun;rood_wit/adj;te/adv;voor/adj;werk/noun	6	langs/prep;lijn/noun;rood_wit/adj;te/adv;voor/adj;werk/noun	6	langs/prep;lijn/noun;rood_wit/adj;te/adv;voor/adj;werk/noun	6	lijn/noun;rood_wit/adj	2	lijn/noun;rood_wit/adj	2	lijn/noun;rood_wit/adj	2	langs/prep;lijn/noun;rood_wit/adj;te/adv	4	langs/prep;lijn/noun;rood_wit/adj;te/adv	4	langs/prep;lijn/noun;rood_wit/adj;te/adv	4
gekleurd/adj/algemeen_dagblad_20010430_130/4	dans/verb;enorm/adj;gigantisch/adj;monster/noun;wollig/adj	5	dans/verb;enorm/adj;gigantisch/adj;monster/noun;wollig/adj	5	dans/verb;enorm/adj;gigantisch/adj;monster/noun;wollig/adj	5	dans/verb;enorm/adj;gigantisch/adj;met/prep;monster/noun;wollig/adj	6	dans/verb;enorm/adj;gigantisch/adj;met/prep;monster/noun;wollig/adj	6	dans/verb;enorm/adj;gigantisch/adj;met/prep;monster/noun;wollig/adj	6	gigantisch/adj;monster/noun;wollig/adj	3	gigantisch/adj;monster/noun;wollig/adj	3	gigantisch/adj;monster/noun;wollig/adj	3	gigantisch/adj;monster/noun;wollig/adj	3	gigantisch/adj;monster/noun;wollig/adj	3	gigantisch/adj;monster/noun;wollig/adj	3
gekleurd/adj/algemeen_dagblad_20010317_202/190	jongen/noun;jury_lid/noun;moord/noun;onschuld/noun	4	jongen/noun;jury_lid/noun;moord/noun;onschuld/noun	4	jongen/noun;jury_lid/noun;moord/noun;onschuld/noun	4	die/pron;een/det;jongen/noun;jury_lid/noun;moord/noun;onschuld/noun;wellicht/adv	7	die/pron;een/det;jongen/noun;jury_lid/noun;moord/noun;onschuld/noun;wellicht/adv	7	die/pron;een/det;jongen/noun;jury_lid/noun;moord/noun;onschuld/noun;wellicht/adv	7	jongen/noun;moord/noun;onschuld/noun	3	jongen/noun;moord/noun;onschuld/noun	3	jongen/noun;moord/noun;onschuld/noun	3	die/pron;een/det;jongen/noun;moord/noun;onschuld/noun;wellicht/adv	6	die/pron;een/det;jongen/noun;moord/noun;onschuld/noun;wellicht/adv	6	die/pron;een/det;jongen/noun;moord/noun;onschuld/noun;wellicht/adv	6
gekleurd/adj/algemeen_dagblad_19991110_5/108	farmaceutisch/adj;industrie/noun;informatie/noun;web/noun	4	farmaceutisch/adj;industrie/noun;informatie/noun;web/noun	4	farmaceutisch/adj;industrie/noun;informatie/noun;web/noun	4	farmaceutisch/adj;industrie/noun;informatie/noun;op/prep;veel/det;wat/det;web/noun	7	farmaceutisch/adj;industrie/noun;informatie/noun;op/prep;veel/det;wat/det;web/noun	7	farmaceutisch/adj;industrie/noun;informatie/noun;op/prep;veel/det;wat/det;web/noun	7	farmaceutisch/adj;informatie/noun	2	farmaceutisch/adj;informatie/noun	2	farmaceutisch/adj;informatie/noun	2	farmaceutisch/adj;informatie/noun;veel/det;wat/det	4	farmaceutisch/adj;informatie/noun;veel/det;wat/det	4	farmaceutisch/adj;informatie/noun;veel/det;wat/det	4
gekleurd/adj/algemeen_dagblad_20020508_122/99	ben/verb;bril_DIM/noun;film/noun;kijk/verb;raar/adj;relaxt/adj;voorstelling/noun	7	ben/verb;bril_DIM/noun;film/noun;kijk/verb;raar/adj;relaxt/adj;voorstelling/noun	7	ben/verb;bril_DIM/noun;film/noun;kijk/verb;raar/adj;relaxt/adj;voorstelling/noun	7	ben/verb;bovendien/adv;bril_DIM/noun;deze/det;film/noun;kijk/verb;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	11	ben/verb;bovendien/adv;bril_DIM/noun;deze/det;film/noun;kijk/verb;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	11	ben/verb;bovendien/adv;bril_DIM/noun;deze/det;film/noun;kijk/verb;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	11	bril_DIM/noun;raar/adj;relaxt/adj;voorstelling/noun	4	bril_DIM/noun;raar/adj;relaxt/adj;voorstelling/noun	4	bril_DIM/noun;raar/adj;relaxt/adj;voorstelling/noun	4	bril_DIM/noun;deze/det;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	7	bril_DIM/noun;deze/det;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	7	bril_DIM/noun;deze/det;met/prep;raar/adj;relaxt/adj;voorstelling/noun;zo'n/det	7
gekleurd/adj/algemeen_dagblad_20000829_93/429	bruin/adj;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	7	bruin/adj;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	7	bruin/adj;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	7	bruin/adj;een/det;op/prep;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	9	bruin/adj;een/det;op/prep;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	9	bruin/adj;een/det;op/prep;ring/noun;smart_lap/noun;volgorde/noun;weerstand/noun;woord/noun;zwart/adj	9	ring/noun;volgorde/noun;weerstand/noun	3	ring/noun;volgorde/noun;weerstand/noun	3	ring/noun;volgorde/noun;weerstand/noun	3	een/det;op/prep;ring/noun;volgorde/noun;weerstand/noun	5	een/det;op/prep;ring/noun;volgorde/noun;weerstand/noun	5	een/det;op/prep;ring/noun;volgorde/noun;weerstand/noun	5
gekleurd/adj/algemeen_dagblad_20010108_62/392	fontein_DIM/noun;gestapeld/adj;taart/noun;vloeistof/noun	4	fontein_DIM/noun;gestapeld/adj;taart/noun;vloeistof/noun	4	fontein_DIM/noun;gestapeld/adj;taart/noun;vloeistof/noun	4	bijvoorbeeld/adv;een/det;fontein_DIM/noun;gestapeld/adj;je/pron;plus/prep;taart/noun;vloeistof/noun;waar/adv	9	bijvoorbeeld/adv;een/det;fontein_DIM/noun;gestapeld/adj;je/pron;plus/prep;taart/noun;vloeistof/noun;waar/adv	9	bijvoorbeeld/adv;een/det;fontein_DIM/noun;gestapeld/adj;je/pron;plus/prep;taart/noun;vloeistof/noun;waar/adv	9	fontein_DIM/noun;vloeistof/noun	2	fontein_DIM/noun;vloeistof/noun	2	fontein_DIM/noun;vloeistof/noun	2	een/det;fontein_DIM/noun;plus/prep;vloeistof/noun;waar/adv	5	een/det;fontein_DIM/noun;plus/prep;vloeistof/noun;waar/adv	5	een/det;fontein_DIM/noun;plus/prep;vloeistof/noun;waar/adv	5
